ISBN-10,ISBN-13,タイトル,著者,出版社,出版日,書齢,定価,価格（新品）,在庫数（新品）,価格（非常によい）,在庫数（非常によい）,価格（良い）,在庫数（良い）,価格（キズや使用感あり）,在庫数（キズや使用感あり）,内容,ジャンル,言語,本の長さ,版型
"4041031869","9784041031865","魔女の宅急便 新装版 2 キキと新しい魔法 (角川文庫)","角野栄子 〔著〕","KADOKAWA","2015-06-25","10年","858","","","394","4","","","270","1","宅急便屋も２年目となり、キキの仕事は順調です。
奇妙な病気にかかったカバ、木の歌声、なんと散歩という目に見えないものまで運び、町の人にも温かく迎えられます。
そんなとき、１通の黒い手紙を届けるように頼まれ、もしかしたら運んでいるのは優しい気持ちだけではないかもしれないと悩むキキ。
魔女としての自覚や自信喪失を経て、人の気持ちを思いやり、人生の大切なものに気づいていく、少女の成長を描きます。新装版にて登場！　魔女をやめようか……キキに大問題が立ちはだかって！？１　 キキ、コリコの町に帰る
２　 キキ、カバを運ぶ
３　 キキ、空色のかばんを運ぶ
４　 キキ、森の窓を運ぶ
５　 キキ、シャツを運ぶ
６　 キキ、赤ちゃんの写真を運ぶ
７　 キキ、おしゃれの自分を運ぶ
８　 キキ、黒い手紙を運ぶ
９　 キキ、りんごを運ぶ
10　キキ、さんぽを運ぶ
11　キキ、赤い靴を運ぶ
12　キキ、町の女の子を運ぶ
13　キキ、おいもを運ぶ
14　キキ、運動靴を運ぶ
15　キキ、湯たんぽを運ぶ
16　キキ、種を運ぶ","日本文学小説・物語","jpn","352","A6/文庫"
"4911226196","9784911226193","建築と利他","堀部安嗣 著,中島岳志 著","ミシマ社","2025-05-20","8ヶ月","1980","","","","","","","","","＊＊＊　5/15(木)リアル書店先行発売！　＊＊＊



「いのち」と響き合う「住まい」へ

土、光、風、生き物たち、歴史、記憶…

その土地に「あるもの」が活きる設計は、いかにして可能か。

近代の「建築」を未来に向け更新する、画期的対話。



――本文より――

堀部：

アーキテクチャーを正確に訳せば、「何とか道」ではないか、という話なんです。茶道、華道、柔道、武士道のような。そうなると建築の見え方が変わってくると思うんですね。



中島：

人間の「自力」を自然に押しつける産物になっていってしまっているのが、現在の建築かもしれません。おそらく堀部さんは、その真逆の方向を向いて建築を進めていこうとされる。第１章　土木に宿る救済思想

第２章　パッシブデザインと利他

第３章　住まいの重心を下げる

第４章　建築という「道」

第５章　未来のために建築ができること","日本文学・評論・随筆・その他","jpn","168","46"
"490939494X","9784909394941","味つけはせんでええんです","土井善晴 著","ミシマ社","2023-10-20","2年","1760","","","517","2","589","3","","","「なにもしない」料理が、

地球と私とあなたを救う。



AIの発達、環境危機、経済至上主義…

基準なき時代をどう生きるか？

人間とは、自由とは、幸せとは。

「料理」を入り口に考察した壮大な著！



土井節炸裂、一生ものの雑文集。

『ちゃぶ台』の名物連載、ついに書籍化。



レシピとは人の物語から生まれたお料理のメモ。他人のレシピは他人の人生から生まれたもの。でも本来、料理は自分の人生から生まれてくるものです。それがあなたの料理です。つたなくっても、自信がなくっても、私はいいと思います。「味つけせんでええ」というのは、それを大切にすることだと思っているのです。

一生懸命お料理すればそこにあなたがいるのです。お料理するあなたが、あなたを守ってくれるのです。――「まえがき」より



※扉のカラー写真は初版限定です。増刷以降は写真を変更する予定です。１ 料理という人間らしさ

２ 料理がひとを守ってくれる

３ 偶然を味方にする――「地球と料理」考

４ 味つけはせんでええんです

５ 料理する動物

６ パンドラの箱を開けるな！","日本文学・評論・随筆・その他","jpn","208","B6変"
"4909394575","9784909394576","くらしのアナキズム","松村圭一郎 著","ミシマ社","2021-09-24","4年","1980","","","","","","","919","1","国家は何のためにあるのか？

ほんとうに必要なのか？



「国家なき社会」は絶望ではない。

希望と可能性を孕んでいる。

よりよく生きるきっかけとなる、

〈問い〉と〈技法〉を

人類学の視点からさぐる。



本書でとりあげる「人類学者によるアナキズム論」とは…

・国家がなくても無秩序にならない方法をとる

・常識だと思い込んでいることを、本当にそうなのか？　と問い直す

・身の回りの問題を自分たちで解決するには何が必要かを考える



アナキズム＝無政府主義という捉え方を覆す、画期的論考！



＊＊＊

この本で考える「アナキズム」は達成すべき目標(・・)ではない。むしろ、この無力で無能な国家のもとで、どのように自分たちの手で生活を立てなおし、下から「公共」をつくりなおしていくか。「くらし」と「アナキズム」を結びつけることは、その知恵を手にするための出発点(・・・)だ。（「はじめに」より）



＊＊＊



ミシマ社創業15周年記念企画はじめに　国家と出会う

第一章　人類学とアナキズム

第二章　生活者のアナキズム

第三章　「国家なき社会」の政治リーダー

第四章　市場（いちば）のアナキズム

第五章　アナキストの民主主義論

第六章　自立と共生のメソッド――暮らしに政治と経済をとりもどす

おわりに","日本文学・評論・随筆・その他","jpn","237","46"
"4480430431","9784480430434","ぼくは散歩と雑学がすき (ちくま文庫)","植草甚一 著","筑摩書房","2013-03-06","12年","1320","","","822","1","","","","","","日本文学・評論・随筆・その他","jpn","586","A6/文庫"
"4837930832","9784837930839","散歩が楽しくなる身近な草花のふしぎ (王様文庫)","稲垣栄洋 著","三笠書房","2024-04-26","1年9ヶ月","847","","","551","1","","","","","普段、歩いている道ばたに、こんなにもふしぎで面白い世界が広がっている――
みちくさ研究家として人気の植物学者が贈る、
散歩の途上で出会う草花、街路樹をめぐるエッセイ。

足元の雑草や花の香りから季節の移ろいを感じたり、赤く色づく葉っぱを見て切ない気持ちになったり。
少しだけ目線をそらしてみると、見慣れた景色の中にもさまざまな発見がある。
毎日の散歩が楽しくなる、生命の躍動にあふれたドラマが満載の１冊。

◇「パイオニア（開拓者）」と呼ばれる雑草
◇なぜ雑草は「強そうに見える」のか
◇太宰治、竹久夢二を魅了した外来植物
◇なぜ、夏の花は朝に咲くのか
◇ヒガンバナがぴったりお彼岸に咲くワケ
◇キンモクセイの芳醇な香りは「オスの香り」？
◇ツバキが花びらを散らさず「花ごと落ちる」ワケ
◇葉っぱが赤く色づく「哀切のメカニズム」
◇なぜ、すべての命に限りがあるのか人気植物学者が贈る、散歩の途上で出会う道ばたや土手の雑草、街路樹をめぐるエッセイ。草花の生き方は、こんなにもふしぎで面白い！","生物学","jpn","240","A6/文庫"
"4767817048","9784767817040","世界で一番美しい森への旅","","エクスナレッジ","2013-12","12年","1980","","","1126","1","","","","","父なる神木が静かに見守る濃緑の森、屹立する巨木がつくりだす太古の風景、多様な生物でにぎわう原生の熱帯雨林…。それぞれに豊かな表情を見せる世界中の美しい森たちを、豊富な写真で紹介する。","写真・工芸","jpn","118","B5"
"4806715816","9784806715818","木々は歌う","デヴィッド・ジョージ・ハスケル 著,屋代通子 訳","築地書館","2019-05-16","6年","2970","","","","","","","1404","1","ジョン・バロウズ賞受賞

アマゾンの先住民の森林への深い智慧と森の構成員としての関係性、
イスラエルとパレスチナのオリーブ農家の伝統と改革、
大都市ニューヨークの１本の街路樹から見えてくるコミュニティの姿、
400年前から命をつなぐ日本の盆栽に見る人と自然―――

１本の樹から微生物、鳥、ケモノ、森、人の暮らしへ、
歴史・政治・経済・環境・生態学・進化すべてが相互に関連している。
失われつつある自然界の複雑で創造的な生命のネットワークを、
時空を超えて、緻密で科学的な観察で描き出す。１2本の樹をめぐる微生物、鳥、獣、森、人の暮らし。自然界の複雑で創造的な生命ネットワークを緻密で科学的な観察で描き出す。日本語版への序文―弁当箱の木の葉が象徴するもの
まえがき

Part1

セイボ  Ceibo  地上50メートルの生態系
エクアドル、ティプティニ川周辺
南緯0度38分10・2 西経76度8分39・5

葉の言葉
天空の湖
森の頂の多様性
小さな強者たち
集団に生かされる
森に溶けこむ精霊たち
石油の眠る土地
アマゾンの声

バルサムモミ  Balsam Fir  森は思考する
オンタリオ州北西、カカベカフォールズ
北緯48度23分45・7 西経89度37分17・2

おしゃべりなアメリカコガラたち
鳥の記憶と木が未来にかける夢
世代を超えるバルサムモミの記憶
対話する植物とバクテリア
土のたてる密やかな音
個と集団のあいまいな境界
ネットワーク―生命の根源的な性質
交易―毛皮・金属・木材
ランドサット―北の森の土を知る
針葉と根と微生物と菌、そして人間

サバルヤシ  Sabal Palm  砂浜で生きる
ジョージア州、セント・キャサリンズ島
北緯31度35分40・4 西経81度09分02・2

バリア島のコミュニティ
たゆみなく変わりつづける地
砂という波に乗るサバルヤシ
幹に水を貯めて、数カ月生きる
アカウミガメの古い海岸の記憶
波の泡の筏（いかだ）―海の微生物のコミュニティ
プラスチックを分解する微生物
海面上昇が難民を生む
海辺に生きる賢者となるすべ

トネリコ  Green Ash  倒木をめぐる生物たちの世界
テネシー州、カンバーランド高原、シェイクラグ・ホロー
北緯35度12分52 ・1 西経85度54分29・3

３月―キクイムシ
４月―トチノキ
５月―ミソサザイ
６月―ガラガラヘビ
８月―木の洞
10月―動物たちの通り道
11月―顕微鏡下の生き物たち
12月―ヤスデ
１月―種子のゆりかご
２月―倒木から糧を得る
最初の誕生日
二度目の誕生日

幕間  ミツマタ  Mitsumata  紙と神の記憶
越前市、日本
北緯35度54分24・5 東経136度15分12・0

Part2

ハシバミ  Hazel  中石器時代の人々を養う
スコットランド、サウス・クイーンズフェリー
北緯55度59分27・4 西経3度25分09・3

橋の工事が呼び覚ましたもの
ハシバミが支えた命
木の叫びが鉱夫の命を救う
ハシバミと石炭にかわる炎
関係性を再生する

セコイアとポンデロサマツ  Redwood and Ponderosa Pine  木々をわたる風が太古と現代をつなぐ&lt;b","自然科学総記","jpn","360","B6"
"4777940764","9784777940769","豆皿の本 (エイムック)","","枻出版社","2016-06-28","9年","1078","","","","","269","1","","","小さな中にひとつの世界を表現した豆皿が、近年、急速に人気を集めている。そんな豆皿の魅力や焼物としての知識はもちろんのこと、日常に取り入れられる美しい盛り付け術や、豆皿の使い方、豆皿カタログまで用意。","家事","","128","B5変"
"4416516851","9784416516850","使いやすい台所道具には理由がある","野口英世 著","誠文堂新光社","2016-06-07","9年","1760","","","","","","","335","1","老舗メーカーのロングセラー商品や、今注目の人気の台所道具には、長く支持される理由や人気の理由が必ずある。
手になじむように細部に工夫が凝らされていたり、無駄のないシンプルなデザインだったり、使うことが楽しくなるような遊びごころがあったり、収納しやすさが追求されていたり……。

いろんな道具があれど、使いやすくて手になじむ道具は、なぜか必ず美しいもの。
台所道具こそ、道具の機能美をもっとも実感できるものなのだ。

台所仕事はとても細かい手作業なので、道具のささいな違いが使いやすさを左右する。
素人にはそのささいな違いわからず、買ってみたものの、使いづらくてお蔵入りするという失敗が多い。

この本では、人一倍多くの台所道具を試してきたフードスタイリストが、台所道具の逸品を厳選紹介。
憧れのあの道具がなぜ使いやすいのか、人気のあの商品はどんあ工夫がされているのか、写真と文章でわかりやすく伝える。

その道具の特性を生かした料理を写真とレシピで併せて掲載しているので、道具の使い方が具体的にイメージでき、道具の使い方・生かし方が手にとるようにわかるのも本書の特長。
台所道具好きな人、長く使い続けられる優れた道具を探している人のための本。
数多くの台所道具を試してきたスペシャリストが、使いやすくて手になじむ逸品を厳選紹介。なぜ使いやすいのかをわかりやすく伝える。台所道具;調理道具;調理器具;キッチンツール;台所雑貨;調理家電;道具好き;鍋;包丁;ほうろうバットフライパン・鍋・圧力鍋・蒸し器、ホーローバット・保存容器・ボウルなど、数多くの台所道具を試してきたスペシャリストが、使いやすくて手になじむ逸品を厳選紹介。なぜ使いやすいのかをわかりやすく伝える。","家事","jpn","157","A5"
"4635450627","9784635450621","ベイク！休日が楽しみになる焼き菓子レシピ (料理とお菓子)","Yutaokashi 著","山と渓谷社","2023-02-03","3年","1650","","","","","701","1","","","","家事","jpn","95","B5"
"4062189186","9784062189187","ムーミンマグ物語","講談社 企画・構成,萩原まみ 文","講談社","2014-04-10","11年","2970","","","","","","","","","トーベ・ヤンソンの「ムーミン」と、カイ・フランクの「ティーマ」。どちらも人々の暮らしに深くかかわり、フィンランドを代表する作品として愛されてきました。シンプルなティーマのマグに描かれたムーミンの絵を原作から読み解くことで、原作の面白さや奥深さを知り、マグを使うことがもっと楽しくなります。
マグを手に取り、ぐるりとまわして眺めると広がるムーミンの世界は、片手で持ったときとはまた違う様子を見せてくれるはず。正面向きと後ろ向きのキャラクターたちや、一枚絵の風景など、そこには絵巻物のような世界が広がっています。さあ、あなたのお気に入りのマグを見つけてください！
1990年に発表された初代から、2014年春に発売の最新作まで、もう手に入りにくい貴重なものも含め、65個のムーミンマグを全点ご紹介します。マグに描かれたムーミンを画集のように楽しむ１冊。原作物語と関連する絵の背景もわかる、ファン必携の書！●《キャラクターマグ》　キャラクター別のマグは、ひと目でわかる個性派揃い。好きなキャラクターを選ぶマイマグとしての使い勝手も抜群です。
●《クラシックマグ》　今はもう手に入りにくい初期のマグ。渋めの色みやコミックスそのものの味わいなどが年代を感じさせます。
●《スペシャルマグ》　記念すべき限定マグとシーズンマグ。特別なシーンに、また、季節や気分に応じて、食卓に登場させる楽しさがあります。
●《デザイナー、トーベ・スロッテ》　トーベ・ヤンソンとの思い出からマグ誕生の秘話までを、フィンランドのアトリエで語りおろしていただきました。
●《ムーミンマグの生まれたところ》　ヘルシンキにあるアラビアファクトリーは1873年に創業された由緒ある窯元です。マグ以外のムーミンのテーブルウェアもご紹介します。
●《マグのイラスト出典一覧》　マグに描かれた絵の原作出典をすべて掲載","写真・工芸","jpn","80","A4"
"4767827868","9784767827865","うつわ使いがもっと楽しくなる本。","安野久美子 著","エクスナレッジ","2020-07-18","5年","1540","","","681","1","","","","","より食卓が映える! より料理がおいしく見える!
ファッションのようなすてきなうつわコーディネートがひと目でわかる!
うつわの基礎知識に始まり、どのようなうつわがあるのか、
どのようなうつわを選べばいいのか、どのように組み合わせればいいのか、
どのような料理に使えばいいのか、
そのコツやアイデアを100以上の実例写真を通して紹介します。

●「うつわ選びはもう悩まない。」
豊富な実例写真で、和洋料理を問わないうつわコーデのセオリーをふんだんにお教えします。

●「美しくてスタリッシュ、そしてかわいい。」
伝統的な要素を取り入れた現代的なデザインの「和モダン」のうつわをたくさん紹介。

●「入門者も安心。」
うつわの素材や形、釉薬や装飾の種類、部位の呼び名など基礎知識をていねいに解説。

●「お気に入りの作家を見つけたい。」
大人気作家から、これから「来る」新進気鋭の作家まで。あなた好みの作品がきっと見つかるはず。

【CONTENTS】
◎Chapter 1 うつわのきほん
素材/サイズ/部位の名前/かたち/釉薬/装飾/メンテナンス

◎Chapter 2 うつわ使いのセオリー20
・まずはこれをそろえる。「和食使い」「洋食使い」7つの神器
・ビギナーも安心。「おそろコーデ」なら間違いない。
・はじめの一枚は「オーバルプレート」。
・「高さ」を取り入れ空間を意識する。
・「大きさ」の対比が膳の景色を左右する。
・「白」は表情のあるものを選ぶ。
・「青」には鮮やかな料理や食材を。
・「装飾」は大胆なくらいがちょうどいい。
・「木」や「竹」がぬくもりと品を与える。
・淡い色合いで「春」の訪れを慶ぶ。
・「夏」は涼を呼ぶ素材がうれしい。
などなど…

◎Chapter 3 作家で楽しむうつわ使い
高島大樹/平岡 仁/うつわ うたたね/谷井直人/高田志保/ 藤原 純/安福由美子
はしもとさちえ/額賀円也/松本郁美/su-nao home/原 稔+原 依子

◎Chapter 4 人気インスタグラマーに学ぶ うつわコーデのアイデア","家事","jpn","128","A5"
"4870511983","9784870511989","森の工作図鑑 vol．1 どんぐり・まつぼっくり","岩藤シオイ 著","いかだ社","2006-10","19年","1650","","","","","651","3","","","雑木林や公園などに落ちているいろんな形のどんぐり、まつぼっくりや木の実、小枝を使って、楽しい工作を提案。人形、アクセサリー、コマやマラカスなどのおもちゃ、ツリーやのれんといった飾り物まで多数紹介。","教育","jpn","77","B5"
"4391635690","9784391635690","手しごと、家しごと","内田彩仍 〔著〕","主婦と生活社","2014-04-17","11年","1540","","","","","476","1","","","おしゃれの手しごとや紙の手しごと、ごはん作りの家しごと、きれいにする家しごとなどを紹介。旅のおみやげをかわいく包んだり、季節のお便りにひと手間かけたり、手を動かすことで素敵になるアイデア満載。","家事","jpn","135","B5変"
"447978540X","9784479785408","すっきり暮らすためのもの選びのコツ","柳沢小実 著","大和書房","2021-09-18","4年","1540","","","344","1","","","","","何を選ぶか・選ばないかで暮らしは変わる。もの選びの眼に定評のある著者がすっきり暮らすための日用品を大紹介。はじめに

Part1　ごはんの準備がはかどるもの
Part2　めんどくさくない掃除・洗濯
Part3　くつろぎ時間をつくるもの
Part4　ご機嫌でいられる服たち
Part5　おうちの時間をつくるもの
Part6　毎日のケアを助けるもの

おわりに

","家事","jpn","128","A5"
"4767823145","9784767823140","昔ながらの知恵で暮らしを楽しむ家しごと","山田奈美（薬膳料理家） 著","エクスナレッジ","2017-04-28","8年","1540","","","","","","","","","日本人が古くから受け継いできた漬け物や発酵食品など、季節ごとに仕込んでいく暮らし。また、身近なもの（炭や野草、野菜くずなど）を使った暮らしの?夫…など。自然と切り離された環境で暮らすことの多くなった現代人が、季節や自然を感じながら暮らすための方法として、季節の食べものや、からだをととのえる方法、自然を取り込む暮らしの?夫などが盛り込まれた１冊です。","家事","","144","B5"
"4295201502","9784295201502","私を動かす暮らしの道具","経塚加奈子 著","エムディエヌコーポレーション","2021-06-25","4年","1501","","","","","","","","","","家事","jpn","143","A5"
"4800285879","9784800285874","民藝のある暮らし (TJ MOOK 大人のおしゃれ手帖特別編集)","","宝島社","2018-08-25","7年","1320","","","","","706","2","","","『大人のおしゃれ手帖』世代で素敵な暮らしをしている方々は、漆器や南部鉄瓶、松本のほうきやかごなど、日常にかわいくて使える民芸品を取り入れています。本誌では、丁寧な暮らしに欠かせない日本の伝統工芸品や、実際の暮らしを拝見させてもらいました。巻末にはひと目でわかる! 全国民芸MAPや、いま注目の作り手さん探訪など、民芸の最新情報もいっぱい。","家事","","95","AB変"
"4798159808","9784798159805","暮らしの図鑑 うつわ","監修:コハルアン,監修:misto,監修:うつわ ももふく,監修:暮らしのうつわ 花田,編集:暮らしの図鑑編集部,翻訳:　","翔泳社","2019-05-29","6年","1980","","","1082","2","","","","","お仕着せではない、私らしいモノ・コトの選び方。



「ほんとうに良いものだけを暮らしに取り入れたい」

「日々をより豊かなものにしたい」。

そんな思いを持つ大人の女性に向けた新シリーズ。



第一弾のテーマは毎日の食卓を彩る「うつわ」。



Part1では、うつわをもっと楽しむ方法を、

うつわ屋さんの店主にお聞きしました。

うつわの選び方や盛り付けのコツはもちろん、

小さなものを集める楽しみ、季節ごとのうつわ選び、

インテリアとして楽しむ方法、

日本各地で開催されている手づくり市を巡る「うつわを探す旅」…などなど、

暮らしの中での楽しみ方を、楽しいビジュアルとともに解説。


Part2では、今手に入れたい人気作家さんを

魅力的なうつわとともに55名紹介。

あなたのお気に入りが見つかります。



さらに巻末のPart3では、知っておくと

うつわ選びやギャラリーめぐりがもっと楽しくなる、

覚えておきたい基礎知識をかわいらしいイラストとともに解説。



うつわを通して、もっと自分らしい暮らしを楽しみたいすべての人に送る、

見て楽しくて役に立つ1冊です。



■本書の内容例

●楽しいうつわの選び方

●衣替えをするように素材を楽しむ

●金継をして長く大切に使う

●春夏秋冬うつわの楽しみ方

●小さなものを集めて

●うつわの産地を巡る旅

●楽しもう クラフトマーケット



■本書の構成

Part01 うつわをもっと楽しむ暮らし

　＜選＞うつわを選ぶ

　＜盛＞盛りつける

　＜住＞住まいの中のうつわ

　＜季＞季節を取り入れる

　＜揃＞揃える・集める楽しみ

　＜旅＞うつわを探す旅


Part02 ギャラリーが今、おすすめする作家55名

　陶器・磁器・木工・ガラス・漆器


Part03 うつわ選びが楽しくなる基礎知識

　うつわの大きさ・形・素材・釉薬・景色

　絵付け・装飾技法・歴史・産地

「日々をより豊かなものにしたい」そんな想いを持つ大人の女性に向けた新シリーズ。第一弾のテーマは食卓を彩る「うつわ」です。■うつわをもっと楽しむ暮らし

　うつわを選ぶ

　うつわに盛り付ける

　住まいの中のうつわ

　誰かのためにうつわを選んで贈る

　季節を取り入れる心

　揃えて集める楽しみ

　うつわを探す旅



■ギャラリーが今、おすすめする注目作家55人（その一）

岳中爽果｜高坂千春｜久保田健司｜やのさちこ｜

落合芝地｜奥絢子｜山本領作｜高須健太郎｜

松塚裕子｜伊藤丈浩｜寺村光輔｜阿部慎太朗｜

武曽健一｜土本訓寛・久美子｜冨本大輔｜池本惣一｜

小林裕之・希｜坂田裕昭｜渡邊葵｜矢萩誉大｜

コウノストモヤ｜村上修一｜廣川温｜山下秀樹

横田翔太郎｜宮田竜司｜矢口桂司｜池田大介



■うつわ選びが楽しくなる基礎知識（その一）

　うつわの大きさ

　部位の呼び方

　うつわの形と名前

　うつわの素材

　釉薬とは

　景色とは

　絵付とは

　さまざまな技法

　文様の種類



■ギャラリーが今、おすすめする注目作家55人（その二）

中町いずみ｜松本郁美｜藤崎均｜矢島操｜

余宮隆｜伊藤聡信｜杉本太郎｜日高直子｜

安齋新・厚子｜崔在皓｜山田隆太郎｜岸野寛｜

吉岡将弐｜岩舘隆・巧｜富山孝一｜中山孝志｜

阿部春弥｜稲村真耶｜岡田直人｜増渕篤宥｜

西山芳浩｜生島明水｜宮岡麻衣子｜古賀雄二郎｜

Kazu Oba｜清水なお子｜古川桜



■うつわ選びが楽しくなる基礎知識（その二）

　日本のうつわの歴史

　うつわ豆知識アレコレ



ご協力いただいたギャラリー

お取扱店インデックス

","家事","jpn","230","A5"
"4838754914","9784838754915","心地よく暮らすための、日々の習慣。 (MAGAZINE HOUSE MOOK ＆ Premium特別編集 合本「習慣」BOOK)","","マガジンハウス","2021-07-08","4年","1650","","","","","1002","2","","","本書は『&amp;Premium』2019年6月号「心地よく暮らす人が、習慣にしていること」、
2020年12月号「日常を心地よくする習慣」を再編・増補改訂したものです。  

心地よく暮らすための、日々の習慣。  

アンリ・マティスの習慣。  

大切にしている習慣、教えてください。
 Kazumi、小林夕里子、Kanoco、川上 薫、高山 都、瀬戸かほ、よしいちひろ、Chizu　ほか 

あの人の心地よい生活、一日の決めごと。
山本祐布子、草場妙子、佐藤オオキ 

習慣がつくる、あの人の心地よい一日。 
木原佐知子、minokamo、山井梨沙 

習慣から始まる心地よい仕事術。
草場妙子、阿部由希奈、水野学 

心地よく暮らすために、 
京都の人が守ってきたしきたり。  

心を整える習慣。  

私が、新しく始めた習慣。  

これを手に入れてから、いい習慣が続いています。
原田知世、はな、佐野遊穂、黒木 華、金子夏子、 
光石 研、小池花恵、上白石萌音　ほか  

あの人が、大事にしていた習慣。
ジョージア・オキーフ、沢村貞子、向田邦子、白洲正子、
ダイアナ・ロス、森 茉莉、佐藤初女  

最高の仕事をするために、 
あの人が大切にしていた習慣。
ジャック・マイヨール、伊達公子、山口小夜子、伊丹十三、安西水丸、緒方貞子  

うちのコの不思議な習慣について聞いてみた。  

大自然を生きている、あの動物の習性。  

生活を整える、家事の習慣。 
","諸芸･娯楽","jpn","140","A4変"
"4087466345","9784087466348","日々が大切 (集英社文庫)","大橋歩 著","集英社","2010-11-25","15年","880","","","338","2","313","1","","","家族に仕事に、日々のすべてに愛をこめて
手さげにルームシューズ、お気に入りは長く使う。ベッドシーツの手作りに挑戦。相手に歓迎される贈り物を考える…家事も仕事も犬の散歩も、手間と工夫を惜しまない日常をイラストとエッセイで綴る。


","日本文学・評論・随筆・その他","jpn","224","A6/文庫"
"4062923017","9784062923019","手仕事の日本 (講談社学術文庫)","柳宗悦 〔著〕","講談社","2015-06-10","10年","1320","","","","","","","","","名もなき工人が作る民衆の日用品の美、「民藝」。大正時代半ばから二十年近い歳月をかけて日本各地で手仕事の「用の美」を調査・収集した柳宗悦は、自然と歴史、そして伝統によって生み出される美を探求し続けた。著者がみずからの目で見、選び取った正しい美しさとはなにか。日本文化が世界的に注目される現代、今なお多くの示唆に富む日本民藝案内。民衆の日用品の素朴な美を求めて全国各地を調査・蒐集、自らの目で見、選び取った正しい美しさを持つ手仕事を紹介した日本民藝案内記序
前　書　手仕事の国
第一章　品物の背景
第二章　日本の品物
第三章　品物の性質
後　記","写真・工芸","jpn","256","A6/文庫"
"4596756635","9784596756633","手づくり二十四節気","平野恵理子 著","ハーパーコリンズ・ジャパン","2022-11-30","3年","1760","","","","","","","","","","日本文学・評論・随筆・その他","jpn","160","A5"
"4062133997","9784062133999","ぬりものとゴハン","赤木智子 著","講談社","2006-04-12","19年","1650","","","","","753","1","","","東京モンの夫婦が能登に移住して１８年、日々楽しくて面白いの連続。畑の野菜、手作りの干物、土鍋で炊いた白いゴハン…。漆職人・赤木氏夫人が、ありそうでどこにもない優しい暮らしを綴る。","日本文学・評論・随筆・その他","jpn","189","B6"
"4635580490","9784635580496","ブッシュクラフターズ","見城了 写真・文","山と渓谷社","2023-04-03","2年","2090","","","","","","","","","","諸芸･娯楽","jpn","176","A5"
"4584139946","9784584139943","静かに生きて考える","森博嗣 著","ベストセラーズ","2024-01-17","2年","1870","","","803","3","759","1","556","1","世の中は騒々しく、人々が浮き足立つ時代になってきた。そんなやかましい時代を、静かに生きるにはどうすればいいのか？　人生を幸せに生きるとはどういうことか？ 
作家森博嗣が自身の日常を観察し、思考した極上のエッセィ。「書くこと・作ること・生きること」の本質を綴り、不可解な時代を生き抜くための智恵を指南する。
〈無駄だ、贅沢だ、というのなら、生きていること自体が無駄で贅沢な状況といえるだろう。人間は何故生きているのか、と問われれば、僕は「生きるのが趣味です」と答えるのが適切だと考えている。趣味は無駄で贅沢なものなのだから、辻褄が合っている。〉（第5回「五月が一番夏らしい季節」より）。
他者と競わず戦わず、孤独と自由を楽しむ生き方のヒントに満ちた書です。自分の人生を幸せに生きるとはどういうことか？孤独と自由が人生を変える。作家森博嗣が自身の日常を観察し、思考した極上のエッセィ第1回　やかましい世の中でも静かに生きたい
静かな日常の具体例
いつの間にかやかましい世の中になった 
矛盾を抱えて生きる

第2回　一人で楽しんでいることいろいろ 
ドライブが好き
読書は趣味というよりは日常
ゲームはしなくなった
仕事をきかれたら「無職です」と答える

第3回　もう充分に生きただろう  
今はロスタイムだと認識している
欲しいものはもうほとんどない
ガラクタに囲まれて暮らしている
犬が家族

第4回　のどかさにかまけて 
忙しさの本質について
仕事って、本当に忙しいのか？
自由というのは、本質的に忙しいものだ

第5回　五月が一番夏らしい季節 
常夏の国というのは何が良い？
生きていることが無駄である
誰とも戦わない贅沢

第６回　思いどおりになる楽しさ 
毎日、楽しいことばかりで大変
予測が当たる楽しさ
小さな喜びを感じるためには？
無邪気ではないから美しい？

第7回　単なる移動による幻想 
スキャナとプリンタを買った
部屋の整理をする理由
整理をしても価値の増減はない

第8回　インプット過多の社会 
漫画だって読みますよ
アウトプットをさせない現代
なにもかもがキットやパックになった

第9回　こんなふうに生きようと考えたことはない
影響を受けたものを語りたがる人たち
現在抱えている問題を語る人は少ない
この人の生き方に感銘を受けた、という経験はない

第10回　ジェネラルからスペシャルへのシフト 
ジェネラルなものが衰退する？
みんなと同じが良いという価値観
これからのコミュニケーション
蛇足

第11回　どうでも良い話をしなくては 
何色が好きか問題
綺麗とか美しいとか意識とかも
どうでも良い人間だから

第12回　とにかく頭を下げる文化について 
あなたを責めているのではない
謝ることが問題解決だという勘違い
機嫌を取ることだけに神経をすり減らす人たち

第13回　マスクとワクチンはどちらでも良い 
マスク問題はどちらでも良い
ワクチン問題もどちらでも良い
大勢に訴えようとする理由は？
人に会わない、人と直接話をしない

第14回　中古品と仕掛け品の人生 
材料と部品を工面し工夫する
ジャンクに目を輝かせる少年
ネットオークションでジャンクを買う
仕掛け品の魅力

第15回　完成したとき味わえるものとは 
作ったものが「完成」するのはいつ？
考え抜けば、作らなくても完成？ 
完成とは幻滅を伴うもの
みんな、何を作っているのだろう？ 

第","日本文学・評論・随筆・その他","jpn","312","46"
